frame,Risk_1,Risk_2,Risk3,Risk4
68,"(535, 334, 76, 30)","(622, 321, 127, 59)",,
69,"(536, 335, 77, 30)","(614, 322, 128, 59)",,
70,"(536, 335, 77, 30)","(629, 322, 128, 58)",,
71,"(537, 335, 76, 31)","(622, 323, 128, 58)",,
72,"(537, 335, 76, 31)","(624, 323, 128, 58)",,
73,"(535, 335, 76, 31)","(617, 322, 127, 58)",,
74,"(534, 335, 76, 31)","(608, 322, 128, 58)",,
75,"(535, 334, 75, 31)","(613, 321, 127, 58)",,
76,"(536, 335, 75, 31)","(617, 320, 125, 58)",,
77,"(536, 336, 76, 31)","(621, 320, 124, 59)",,
78,"(537, 336, 76, 31)","(616, 319, 123, 59)",,
79,"(539, 336, 76, 31)","(621, 319, 122, 59)",,
80,"(540, 336, 76, 31)","(634, 318, 122, 59)",,
81,"(539, 336, 76, 31)","(636, 317, 121, 60)",,
82,"(538, 337, 76, 31)","(637, 316, 121, 60)",,
83,"(539, 337, 76, 32)","(637, 316, 121, 60)",,
84,"(539, 336, 75, 32)","(644, 305, 119, 60)",,
85,"(537, 336, 75, 32)","(639, 307, 118, 59)",,
86,"(536, 336, 75, 33)","(620, 319, 118, 59)",,
87,"(536, 335, 75, 33)","(624, 319, 118, 59)",,
88,"(534, 335, 74, 33)","(625, 329, 122, 57)",,
89,"(534, 335, 75, 33)","(621, 328, 123, 57)",,
90,"(532, 335, 74, 33)","(623, 326, 124, 57)",,
91,"(532, 335, 74, 33)","(619, 325, 125, 57)",,
92,"(532, 335, 75, 33)","(630, 323, 126, 57)",,
93,"(530, 335, 75, 33)","(631, 323, 126, 57)",,
94,"(531, 335, 75, 33)","(632, 323, 127, 57)",,
95,"(532, 336, 74, 33)","(622, 325, 128, 57)",,
96,"(531, 336, 74, 33)","(624, 324, 129, 57)",,
97,"(531, 336, 75, 33)","(626, 323, 129, 57)",,
98,"(531, 337, 75, 32)","(618, 322, 129, 58)",,
99,"(531, 336, 75, 32)","(628, 312, 129, 58)",,
